title,mixed fandom,ships,characters,hits,kudos,published,Deku,Bakugo,Deku & Bakugo,Aizawa,Prez Mic,Aizawa & Prez Mic,Aizawa & Deku,Enjiro,Bakugo & Kirishima,Shoto,Deku & Shoto,Dabi,Hawks,Dabi & Hawks,Uraraka,Deku & Uraraka,All Might,Deku & All Might,Class,Deku & Class,Denki,Shinsou,Denki & Shinsou,Deku & Shinsou,Reader,Bakugo & Reader,Bakugo & Shoto,Deku & Prez Mic,Mina,Kirashima,Mina & Kirashima,Jirou,Jirou & Denki,Shigaraki Tomura,Deku & Shigaraki Tomura,Aizawa & Shinsou,Nedzu,Deku & Nedzu,Deku & Reader
incendium: the spark to a flame,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Reader'],"['Bakugou Katsuki', 'Todoroki Shouto', 'Midoriya Izuku', 'Uraraka Ochako', 'Ashido Mina', 'Asui Tsuyu', 'Yaoyorozu Momo', 'Jirou Kyouka', 'Hagakure Tooru', 'Kaminari Denki', 'Kirishima Eijirou', 'Sero Hanta', 'Iida Tenya', 'Tokoyami Fumikage', 'Ojiro Mashirao', 'Shoji Mezo', 'Koji Koda', 'Sato Rikido', 'Aizawa Shouta | Eraserhead', 'Todoroki Enji | Endeavor']",168,12.0,2023-03-31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Of Demons and Contracts,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Aizawa Shouta | Eraserhead/Reader', 'Bakugou Katsuki/Reader', 'Kirishima Eijirou/Reader', 'Dabi | Todoroki Touya/Reader', 'Takami Keigo | Hawks/Reader']","['Aizawa Shouta | Eraserhead', 'Bakugou Katsuki', 'Kirishima Eijirou', 'Dabi | Todoroki Touya', 'Takami Keigo | Hawks']",242,3.0,2023-03-31,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Chance Encounter on a Rainy Day,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Tsukauchi Naomasa/Yagi Toshinori | All Might', 'Tsukauchi Naomasa & Yagi Toshinori | All Might']","['Tsukauchi Naomasa', 'Yagi Toshinori | All Might']",27,9.0,2023-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catch Me (falling for you),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Kirishima Eijirou'],"['Bakugou Katsuki', 'Kirishima Eijirou', 'Background & Cameo Characters']",390,122.0,2023-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
till the bluebirds return,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Midoriya Izuku/Todoroki Shouto'],"['Midoriya Izuku', 'Todoroki Shouto', 'Bakugou Katsuki', 'Minor Characters']",161,12.0,2023-03-31,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Counter,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],[],"['Original Male Character(s)', 'Aizawa Shouta | Eraserhead', 'Kayama Nemuri | Midnight', 'Yagi Toshinori | All Might', 'Class 1-A (My Hero Academia)', 'Usagiyama Rumi | Miruko', 'Tokoyami Fumikage', 'Shinsou Hitoshi']",6155,93.0,2023-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revolution in Green,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Jirou Kyouka/Midoriya Izuku', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Midoriya Izuku & Uraraka Ochako', 'Jirou Kyouka & Midoriya Izuku', 'Jirou Kyouka & Uraraka Ochako', 'Awase Yousetsu & Kaibara Sen', 'Other Relationship Tags to Be Added']","['Midoriya Izuku', 'Jirou Kyouka', 'Uraraka Ochako', 'Yagi Toshinori | All Might', 'Kaibara Sen', 'Awase Yousetsu', 'Honenuki Juuzou', 'Shouji Mezou', 'Yaoyorozu Momo', 'Todoroki Shouto']",134735,1603.0,2023-03-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My heat can wait.,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Bakugou Katsuki/Midoriya Izuku']","['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Kayama Nemuri | Midnight', 'Kan Sekijirou | Vlad King', 'Bakugou Katsuki', 'Midoriya Izuku', 'Todoroki Shouto', 'Yaoyorozu Momo', 'Shinsou Hitoshi', 'Kodai Yui', 'Kirishima Eijirou', 'Jirou Kyouka', 'Kaminari Denki', 'Ashido Mina', 'Uraraka Ochako', 'Iida Tenya']",1369,117.0,2023-03-31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spending Time In Class 1-A (how bad could it be?),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki/Kirishima Eijirou', 'Shouji Mezou/Tokoyami Fumikage', 'Asui Tsuyu/Uraraka Ochako', 'Kaminari Denki/Shinsou Hitoshi', 'Kouda Kouji/Shishida Juurouta', 'Hagakure Tooru/Ojiro Mashirao', 'Jirou Kyouka/Yaoyorozu Momo', 'Kendou Itsuka/Monoma Neito', 'Midoriya Izuku/Todoroki Shouto']","['Kouda Kouji', 'Bakugou Katsuki', 'Kirishima Eijirou', 'Shouji Mezou', 'Tokoyami Fumikage', 'Asui Tsuyu', 'Uraraka Ochako', 'Kaminari Denki', 'Shinsou Hitoshi', 'Shishida Juurouta', 'Hagakure Tooru', 'Ojiro Mashirao', 'Jirou Kyouka', 'Yaoyorozu Momo', 'Ashido Mina', 'Satou Rikidou', 'Aoyama Yuuga', 'Iida Tenya', 'Mineta Minoru', 'Monoma Neito', 'Kendou Itsuka', 'Todoroki Shouto', 'Midoriya Izuku', 'Sero Hanta']",108,6.0,2023-03-31,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Infatuation,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Dabi | Todoroki Touya/Sensei | All For One', 'Dabi | Todoroki Touya/Garaki Kyuudai | Ujiko Daruma', 'Garaki Kyuudai | Ujiko Daruma/Sensei | All For One']","['Sensei | All For One', 'Dabi | Todoroki Touya', 'Garaki Kyuudai | Ujiko Daruma']",109,6.0,2023-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Losing Victory, Failed Save",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Shigaraki Tomura | Shimura Tenko']",380,22.0,2023-03-31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kindness Goes A Long Way,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku/Original Female Character(s)', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['Original Female Character(s)', 'Midoriya Izuku', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Yagi Toshinori | All Might', 'Bakugou Katsuki']",44,,2023-03-31,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Love You to the Moon and Back,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku & Sensei | All For One', 'Midoriya Izuku & Past One For All Users', 'Midoriya Izuku & Shigaraki Tomura | Shimura Tenko', 'Past Midoriya Inko/Sensei | All For One']","['Midoriya Izuku', 'Sensei | All For One', 'Shigaraki Tomura | Shimura Tenko', 'Past One For All Users (My Hero Academia)', 'Yoichi | First One For All User (My Hero Academia)', 'Hero Public Safety Commission (My Hero Academia)']",1822,95.0,2023-03-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Heartless Sweetheart,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Reader'],"['Bakugou Katsuki', 'Class 1-A (My Hero Academia)', 'Aizawa Shouta | Eraserhead', 'Bakugou Mitsuki', 'Sero Hanta', 'Kirishima Eijirou', 'Kaminari Denki', 'Ashido Mina', 'Jirou Kyouka']",28103,1366.0,2023-03-31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben 10: Heroverse,"['Fandoms:\nBen 10 Series, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)']",[],"['Ben Tennyson', 'Midoriya Izuku', 'Uraraka Ochako', 'Yagi Toshinori | All Might', 'Tsukauchi Naomasa', 'Aizawa Shouta | Eraserhead', 'Iida Tenya', 'Gwen Tennyson', 'Kevin Levin', 'Rook Blonko', 'Shigaraki Tomura | Shimura Tenko', 'Sensei | All For One', 'Vilgax (Ben 10 Series)', 'Max Tennyson', 'Omnitrix Aliens (Ben 10 Series)']",164,7.0,2023-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What are friends for?,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Kaminari Denki/Sero Hanta'],"['Kaminari Denki', 'Sero Hanta']",156,13.0,2023-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STORM,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],"['Kaminari Denki', ""Kaminari Denki's Family"", 'OC Characters - Character', 'Elecplant (My Hero Academia)', 'Class 1-A (My Hero Academia)', 'Bakugou Katsuki', 'Kirishima Eijirou', 'Ashido Mina', 'Sero Hanta', 'Jirou Kyouka', 'Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead']",2642,138.0,2023-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i feel that ice is slowly melting,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Aizawa Shouta | Eraserhead & Shinsou Hitoshi', 'Minor or Background Relationship(s)']","['Aizawa Shouta | Eraserhead', 'Shinsou Hitoshi']",245,18.0,2023-03-31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Turning A New Leaf,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Romance - Midoriya Izuku/TBA', 'Midoriya Izuku & Bakugou Katsuki', 'Class 1-A & Midoriya Izuku', 'Other Relationship Tags to Be Added', 'Midoriya Izuku & Amaterasu']","['Midoriya Izuku', 'Midoriya Inko', 'Bakugou Katsuki', 'Takeyama Yuu | Mount Lady', 'Aizawa Shouta | Eraserhead', 'UA staff - Character', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'The Wolf', 'Original Characters', 'League of Villains (My Hero Academia)', 'Tsukauchi Naomasa']",73300,1510.0,2023-03-31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remember That Time We...,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Iida Tenya/Utsushimi Camie'],"['Iida Tenya', 'Utsushimi Camie']",55,3.0,2023-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Runt of the litter,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Kirishima Eijirou/Original Female Character(s)', 'Bakugou Katsuki/Original Female Character(s)']","['Bakugou Katsuki', 'Kirishima Eijirou']",770,42.0,2023-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Simps, Mistakes, and a cat that hates Touya.",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Todoroki Shouto', 'surprise ship - Relationship']","['Bakugou Katsuki', 'Midoriya Izuku', 'Todoroki Shouto', 'Kirishima Eijirou', 'Ashido Mina', 'Dabi | Todoroki Touya']",24643,761.0,2023-03-30,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Indeterminate Inevitability Volume 1,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga), RWBY']","['Midoriya Izuku & Uraraka Ochako', 'Monoma Neito & Uraraka Ochako', 'Midoriya Izuku & Monoma Neito', 'Midoriya Izuku/Original Female Character(s)', 'Monoma Neito & Original Character(s)', 'Midoriya Izuku & Uraraka Ochako & Original Character(s)', 'Midoriya Izuku & Ruby Rose (RWBY)', 'Midoriya Izuku & Yang Xiao Long', 'Uraraka Ochako & Winter Schnee', 'Weiss Schnee & Uraraka Ochako', 'Blake Belladonna & Ruby Rose & Weiss Schnee & Yang Xiao Long', 'Other Relationship Tags to Be Added', 'Jaune Arc & Pyrrha Nikos & Lie Ren & Nora Valkyrie', 'Jaune Arc/Pyrrha Nikos', 'Lie Ren/Nora Valkyrie']","['Midoriya Izuku', 'Uraraka Ochako', 'Monoma Neito', 'Original Female Character(s)', 'Winter Schnee (RWBY)', 'Ozpin (RWBY)', 'Yang Xiao Long', 'Ruby Rose (RWBY)', 'Weiss Schnee', 'Blake Belladonna', 'Jaune Arc', 'Lie Ren', 'Nora Valkyrie', 'Pyrrha Nikos']",281,8.0,2023-03-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Float With Me (Summer Break),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku/Uraraka Ochako', 'Jirou Kyouka/Shiozaki Ibara/Yaoyorozu Momo', 'Hagakure Tooru/Ojiro Mashirao', 'Kaminari Denki/Melissa Shield', 'Ashido Mina/Bakugou Katsuki/Kirishima Eijirou', 'Kendou Itsuka/Kodai Yui', 'Kaibara Sen/Tsuburaba Kousei', 'Iida Tensei | Ingenium/Kayama Nemuri | Midnight', 'Dark Shadow/Tokoyami Fumikage/Tsunotori Pony', 'Asui Tsuyu/Mongoose Habuko', 'Midoriya Izuku/Toga Himiko', 'Kendou Itsuka/Midoriya Izuku', 'Komori Kinoko/Yanagi Reiko']","['Midoriya Izuku', 'Shimura Nana', 'Yagi Toshinori | All Might', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Toga Himiko', 'Uraraka Ochako', 'Kendou Itsuka', 'Kamihara Shinya | Edgeshot']",2649,44.0,2023-03-31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Spread Your Wings,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Todoroki Shouto', 'Todoroki Enji | Endeavor', 'Tokoyami Fumikage', 'Shinsou Hitoshi', 'Kirishima Eijirou']",5088,297.0,2023-03-31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Whenever, Wherever",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Kirishima Eijirou'],"['Kirishima Eijirou', 'Bakugou Katsuki', 'Tetsutetsu Tetsutetsu', 'Bakugou Mitsuki']",1439,128.0,2023-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead/Original Female Character(s)', 'Mentioned past Logan/Original Female Character(s)', 'Minor or Background Relationship(s)']","['Aizawa Shouta | Eraserhead', 'Original Female Character(s)', 'Nezu']",19272,588.0,2023-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euthanize My Heartbeat,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku', 'Midoriya Izuku & Uraraka Ochako', 'Midoriya Izuku & Shinsou Hitoshi', 'Midoriya Izuku & Toga Himiko', 'Bakugou Katsuki & Todoroki Shouto']","['Bakugou Katsuki', 'Midoriya Izuku', 'Uraraka Ochako', 'Todoroki Shouto', 'Ashido Mina', 'Shinsou Hitoshi', 'Asui Tsuyu', 'Kirishima Eijirou', 'Kaminari Denki', 'Jirou Kyouka', 'Sero Hanta', 'Yaoyorozu Momo', 'Toga Himiko', 'Midoriya Hisashi', 'Sensei | All For One']",1230,48.0,2023-03-31,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The apple that Eve once bit,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku/Takami Keigo | Hawks', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Midoriya Izuku & Shinsou Hitoshi']","['Takami Keigo | Hawks', 'Midoriya Izuku', 'Aizawa Shouta | Eraserhead', 'Class 1-A (My Hero Academia)', 'Shinsou Hitoshi', 'Todoroki Enji | Endeavor']",431,31.0,2023-03-31,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Beginning of a New Era,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Todoroki Shouto/Yaoyorozu Momo', 'Bakugou Katsuki/Kirishima Eijirou', 'Midoriya Izuku/Uraraka Ochako', 'Ashido Mina/Sero Hanta', 'Jirou Kyouka/Kaminari Denki']","['Class 1-A (My Hero Academia)', 'Original Characters', 'Dabi | Todoroki Touya', 'Takami Keigo | Hawks']",217,4.0,2023-03-31,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
anti-hero,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],[],['Takami Keigo | Hawks'],20,,2023-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
These Marks Are More Precious Than Diamonds,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Midoriya Inko', 'Bakugou Mitsuki', 'Bakugou Masaru', 'Yagi Toshinori | All Might', 'Sasaki Mirai | Sir Nighteye', 'Aizawa Shouta | Eraserhead', 'Nezu', 'Todoroki Shouto', 'Kirishima Eijirou', 'Kaminari Denki', 'Ashido Mina', 'Class 1-A (My Hero Academia)']",7793,377.0,2023-03-31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Songs for Shouta,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Yagi Toshinori | All Might', 'Hitoshi Shinso & Izuku Midoriya', 'Kaminari Denki/Shinsou Hitoshi']","['Aizawa Shouta | Eraserhead', 'Midoriya Izuku', 'Bakugou Katsuki', 'Yamada Hizashi | Present Mic', 'Yagi Toshinori | All Might', 'Class 1-A (My Hero Academia)', 'Shinsou Hitoshi', 'Todoroki Shouto', 'Kaminari Denki', 'Sero Hanta']",24953,1328.0,2023-03-31,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Uncovered Memories,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Aizawa Shouta | Eraserhead/Kayama Nemuri | Midnight/Yamada Hizashi | Present Mic'],"['Aizawa Shouta | Eraserhead', 'Kayama Nemuri | Midnight', 'Yamada Hizashi | Present Mic', 'Midoriya Izuku', 'Midoriya Inko', 'Nedzu (My Hero Academia)', 'Shuuzenji Chiyo | Recovery Girl', 'Original Male Character(s)']",204,9.0,2023-03-31,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Engine burn out,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Iida Tenya/Original Nonbinary Character(s)', 'Sero Hanta/Todoroki Shouto', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Class 1-A (My Hero Academia)', ""Iida Tenya's Family"", 'Original Characters', 'Iida Tenya']",141,22.0,2023-03-31,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Four,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Amajiki Tamaki & Midoriya Izuku', 'Bakugou Katsuki & Kirishima Eijirou', ""Midoriya Izuku & U.A.'s Big Three"", 'Midoriya Izuku & Toogata Mirio', 'Hadou Nejire/Midoriya Izuku', 'Kendou Itsuka & Midoriya Izuku', 'Sasaki Mirai | Sir Nighteye & Yagi Toshinori | All Might', 'Amajiki Tamaki & Toogata Mirio']","['Bakugou Katsuki', 'Yagi Toshinori | All Might', 'Sasaki Mirai | Sir Nighteye', 'Kendou Itsuka', 'Sensei | All For One', 'Yaoyorozu Momo', 'Midoriya Izuku', 'Toogata Mirio', 'Amajiki Tamaki', 'Hadou Nejire', 'Kirishima Eijirou', 'Yoarashi Inasa', 'Ashido Mina', 'Gran Torino (My Hero Academia)', 'Honenuki Juuzou']",8504,186.0,2023-03-31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It's Not A Game To Me,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku']","['Midoriya Izuku', 'Bakugou Katsuki', 'Todoroki Shouto', 'Class 1-A (My Hero Academia)', 'Yaoyorozu Momo', 'Kaminari Denki', 'Aizawa Shouta | Eraserhead', 'Kirishima Eijirou', 'Uraraka Ochako', 'Jirou Kyouka', 'Asui Tsuyu', 'Iida Tenya', 'Sero Hanta', 'Hagakure Tooru', 'Ashido Mina']",11552,753.0,2023-03-31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambiance | K. Bakugou,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Original Female Character(s)', 'Monoma Neito/Original Female Character(s)', 'Class 1-A (My Hero Academia) & Original Character(s)', 'Class 1-A & Class 1-B & Pro Heroes & U.A. Students (My Hero Academia)', 'Ashido Mina/Kirishima Eijirou']","['Bakugou Katsuki', ""Bakugou Katsuki's Family"", 'Original Female Character(s)', 'Original Male Character(s)', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Class 1-C (My Hero Academia)', 'Class 1-D (My Hero Academia)', 'Eri (My Hero Academia)', 'Pro Heroes (My Hero Academia)']",1107,50.0,2023-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
